paper,doi,title,year,venue
https://dblp.org/rec/conf/aciids/Kozierkiewicz-Hetmanska12,https://doi.org/10.1007/978-3-642-28487-8_32,Evaluating the Effectiveness of Intelligent Tutoring System Offering Personalized Learning Scenario.,2012,ACIIDS (1)
https://dblp.org/rec/conf/aciids/Kozierkiewicz-HetmanskaZ13,https://doi.org/10.1007/978-3-642-36543-0_14,A Method for Determination of an Opening Learning Scenario in Intelligent Tutoring Systems.,2013,ACIIDS (2)
https://dblp.org/rec/conf/ACISicis/WijekumarS06,https://doi.org/10.1109/ICIS-COMSAR.2006.87,Web-Based Intelligent Tutoring Systems in K-12 Settings.,2006,ACIS-ICIS
https://dblp.org/rec/conf/acl-tea/RegaladoBCPC15,https://doi.org/10.18653/V1/W15-4413,Salinlahi III: An Intelligent Tutoring System for Filipino Heritage Language Learners.,2015,NLP-TEA@ACL/IJCNLP
https://dblp.org/rec/conf/acl/EugenioFYHG05,https://doi.org/10.3115/1219840.1219847,Aggregation Improves Learning: Experiments in Natural Language Generation for Intelligent Tutoring Systems.,2005,ACL
https://dblp.org/rec/conf/acl/Fossati08,,The Role of Positive Feedback in Intelligent Tutoring Systems.,2008,ACL (Student Research Workshop)
https://dblp.org/rec/conf/acl/KwonKPLK24,https://doi.org/10.18653/V1/2024.ACL-LONG.186,BIPED: Pedagogically Informed Tutoring System for ESL Education.,2024,ACL (1)
https://dblp.org/rec/conf/acl/Moghrabi98,https://doi.org/10.3115/980691.980715,Using Language Resources in an Intelligent Tutoring System for French.,1998,COLING-ACL
https://dblp.org/rec/conf/acl/WuGG025,,DDxTutor: Clinical Reasoning Tutoring System with Differential Diagnosis-Based Structured Reasoning.,2025,ACL (1)
https://dblp.org/rec/conf/acm/OLander91,https://doi.org/10.1145/327164.328846,Intelligent tutoring systems (abstract only): an interactive approach to learning.,1991,ACM Conference on Computer Science
https://dblp.org/rec/conf/acmidc/CagiltayWIMM22,https://doi.org/10.1145/3501712.3529747,Understanding Factors that Shape Children's Long Term Engagement with an In-Home Learning Companion Robot.,2022,IDC
https://dblp.org/rec/conf/acmidc/DuB22,https://doi.org/10.1145/3501712.3535289,Exploring changes in special education teachers' attitudes and design belief towards pedagogical agents in co-designing with children.,2022,IDC
https://dblp.org/rec/conf/acmidc/HoCWHM21,https://doi.org/10.1145/3459990.3460709,RoboMath: Designing a Learning Companion Robot to Support Children's Numerical Skills.,2021,IDC
https://dblp.org/rec/conf/acmidc/MasmuzidinW12,https://doi.org/10.1145/2307096.2307145,v-Penglipur Lara: the development of a pedagogical agent in Malaysian folktales land.,2012,IDC
https://dblp.org/rec/conf/acmidc/WigginsWBHBLW19,https://doi.org/10.1145/3311927.3325321,From Doodles to Designs: Participatory Pedagogical Agent Design with Elementary Students.,2019,IDC
https://dblp.org/rec/conf/ACMse/Bozeman90,https://doi.org/10.1145/98949.99135,Intelligent tutoring systems for teaching algebra: the handling of student misconceptions.,1990,ACM Southeast Regional Conference
https://dblp.org/rec/conf/ACMse/LoW11,https://doi.org/10.1145/2016039.2016125,An online tutoring system with instant responses.,2011,ACM Southeast Regional Conference
https://dblp.org/rec/conf/ACMse/Sanborn21,https://doi.org/10.1145/3409334.3452087,AirFlute: a virtual flute and tutoring system.,2021,ACM Southeast Conference
https://dblp.org/rec/conf/ACMse/YooPYHLS06,https://doi.org/10.1145/1185448.1185482,Intelligent tutoring system for CS-I and II laboratory.,2006,ACM Southeast Regional Conference
https://dblp.org/rec/conf/acs2/PopovLGMT01,https://doi.org/10.1007/978-1-4419-8530-9_12,Some Tasks of Intelligent Tutoring Systems Design for Civil Aviation Pilots.,2002,ACS
https://dblp.org/rec/conf/acse/WheeldonR00,https://doi.org/10.1145/359369.359413,Classical planning in an intelligent tutoring system (poster session).,2000,ACSE
https://dblp.org/rec/conf/adhip/ChenT22,https://doi.org/10.1007/978-3-031-28787-9_26,Remote Tutoring System of Ideological and Political Course Based on Mobile Client.,2023,ADHIP (1)
https://dblp.org/rec/conf/ads/HeylenVAN04,https://doi.org/10.1007/978-3-540-24842-2_26,Affective Feedback in a Tutoring System for Procedural Tasks.,2004,ADS
https://dblp.org/rec/conf/advis/OzdemirA00,https://doi.org/10.1007/3-540-40888-6_42,An Intelligent Tutoring System for Student Guidance in Web-Based Courses.,2000,ADVIS
https://dblp.org/rec/conf/aegs/WissnerBLMLLHBRBA11,https://doi.org/10.1007/978-3-642-32326-3_10,Increasing Learners' Motivation through Pedagogical Agents: The Cast of Virtual Characters in the DynaLearn ILE.,2012,AEGS
https://dblp.org/rec/conf/africom/ZongoO22,https://doi.org/10.1007/978-3-031-34896-9_21,Intelligent Tutoring System to Learn the Transcription of Polysemous Words in Mooré.,2023,AFRICOMM
https://dblp.org/rec/conf/agents/LesterS97,https://doi.org/10.1145/267658.269943,Increasing Believability in Animated Pedagogical Agents.,1997,Agents
https://dblp.org/rec/conf/agents/RickelJ98,https://doi.org/10.1145/280765.280851,STEVE: A Pedagogical Agent for Virtual Reality.,1998,Agents
https://dblp.org/rec/conf/agents/ShawJG99,https://doi.org/10.1145/301136.301210,Pedagogical Agents on the Web.,1999,Agents
https://dblp.org/rec/conf/agi/SamsonovichJKPDK08,,Cognitive Constructor: An Intelligent Tutoring System Based on a Biologically Inspired Cognitive Architecture (BICA).,2008,AGI
https://dblp.org/rec/conf/ah/ChoiY04,https://doi.org/10.1007/978-3-540-27780-4_57,A Fuzzy Set Based Tutoring System for Adaptive Learning.,2004,AH
https://dblp.org/rec/conf/ah/GutierrezPK04,https://doi.org/10.1007/978-3-540-27780-4_60,An Adaptive Tutoring System Based on Hierarchical Graphs.,2004,AH
https://dblp.org/rec/conf/ah/KellyT04,https://doi.org/10.1007/978-3-540-27780-4_39,Empirical Evaluation of an Adaptive Multiple Intelligence Based Tutoring System.,2004,AH
https://dblp.org/rec/conf/ah/LinillosGPK08,https://doi.org/10.1007/978-3-540-70987-9_46,Guaranteeing the Correctness of an Adaptive Tutoring System.,2008,AH
https://dblp.org/rec/conf/ah/NicholasM08,https://doi.org/10.1007/978-3-540-70987-9_67,Merging Adaptive Hypermedia and Intelligent Tutoring Systems Using Knowledge Spaces.,2008,AH
https://dblp.org/rec/conf/ai/CaineC06,https://doi.org/10.1007/11766247_47,MITS: A Mixed-Initiative Intelligent Tutoring System for Sudoku.,2006,Canadian AI
https://dblp.org/rec/conf/ai/Champaign10,https://doi.org/10.1007/978-3-642-13059-5_54,Peer-Based Intelligent Tutoring Systems: A Corpus-Oriented Approach.,2010,Canadian AI
https://dblp.org/rec/conf/ai/Lach13,https://doi.org/10.1007/978-3-642-38457-8_37,Intelligent Tutoring Systems Measuring Student's Effort During Assessment.,2013,Canadian AI
https://dblp.org/rec/conf/ai/NkambouNCF07,https://doi.org/10.1007/978-3-540-72665-4_34,Problem-Solving Knowledge Mining from Users' Actions in an Intelligent Tutoring System.,2007,Canadian AI
https://dblp.org/rec/conf/ai/ShakshukiK02,https://doi.org/10.1007/3-540-47922-8_35,Multi-agent System Architecture for Computer-Based Tutoring Systems.,2002,AI
https://dblp.org/rec/conf/aia/KaramouzisV07,,A biocybernetic approach for intelligent tutoring systems.,2007,Artificial Intelligence and Applications
https://dblp.org/rec/conf/aia/LiMQY07,,"Modelling personality, emotion and mood for a pedagogical agent.",2007,Artificial Intelligence and Applications
https://dblp.org/rec/conf/aiccsa/BouhadadaL01,https://doi.org/10.1109/AICCSA.2001.933949,DB-TUTOR: An Intelligent Tutoring System Using a Troublemaker Companion.,2001,AICCSA
https://dblp.org/rec/conf/aiccsa/LiQYZ07,https://doi.org/10.1109/AICCSA.2007.370733,Exploiting Model of Personality and Emotion of Learning Companion Agent.,2007,AICCSA
https://dblp.org/rec/conf/aict/EnchevaT05,https://doi.org/10.1109/AICT.2005.35,Cooperative Learning Objects in an Intelligent Web-Based Tutoring System.,2005,AICT/SAPIR/ELETE
https://dblp.org/rec/conf/aied/AbdelshiheedHBC23,https://doi.org/10.1007/978-3-031-36272-9_24,Leveraging Deep Reinforcement Learning for Metacognitive Interventions Across Intelligent Tutoring Systems.,2023,AIED
https://dblp.org/rec/conf/aied/AhnCWTSAP18,https://doi.org/10.1007/978-3-319-93846-2_77,Adaptive Visual Dialog for Intelligent Tutoring Systems.,2018,AIED (2)
https://dblp.org/rec/conf/aied/AlbaceteJK15,https://doi.org/10.1007/978-3-319-19773-9_1,Is a Dialogue-Based Tutoring System that Emulates Helpful Co-constructed Relations During Human Tutoring Effective?,2015,AIED
https://dblp.org/rec/conf/aied/AlbaceteJKCM19,https://doi.org/10.1007/978-3-030-23204-7_4,The Impact of Student Model Updates on Contingent Scaffolding in a Natural-Language Tutoring System.,2019,AIED (1)
https://dblp.org/rec/conf/aied/AlevenMK05,,Rapid development of computer-based tutors with the Cognitive Tutor Authoring Tools (CTAT).,2005,AIED
https://dblp.org/rec/conf/aied/AlevenRMRK05,,An architecture to combine meta-cognitive and cognitive tutoring: Pilot testing the Help Tutor.,2005,AIED
https://dblp.org/rec/conf/aied/AlevenSPXCBWSRG15,https://doi.org/10.1007/978-3-319-19773-9_53,The Beginning of a Beautiful Friendship? Intelligent Tutoring Systems and MOOCs.,2015,AIED
https://dblp.org/rec/conf/aied/AlhazmiTH20,https://doi.org/10.1007/978-3-030-52240-7_2,Interactive Pedagogical Agents for Learning Sequence Diagrams.,2020,AIED (2)
https://dblp.org/rec/conf/aied/AllenCSJPM15,https://doi.org/10.1007/978-3-319-19773-9_55,Am I Wrong or Am I Right? Gains in Monitoring Accuracy in an Intelligent Tutoring System for Writing.,2015,AIED
https://dblp.org/rec/conf/aied/AllenM15,https://doi.org/10.1007/978-3-319-19773-9_125,Promoting Self-regulated Learning in an Intelligent Tutoring System for Writing.,2015,AIED
https://dblp.org/rec/conf/aied/ArnauGonzalezWSAA25,https://doi.org/10.1007/978-3-031-98462-4_25,Predicting User Actions in Algebra Intelligent Tutoring Systems with Markov Models.,2025,AIED (5)
https://dblp.org/rec/conf/aied/ArroyoWRT09,https://doi.org/10.3233/978-1-60750-028-5-41,Affective Gendered Learning Companions.,2009,AIED
https://dblp.org/rec/conf/aied/AzevedoWGMCSCRL09,https://doi.org/10.3233/978-1-60750-028-5-635,MetaTutor: Analyzing Self-Regulated Learning in a Tutoring System for Biology.,2009,AIED
https://dblp.org/rec/conf/aied/Bader-NatalP05,,Motivating Appropriate Challenges in a Reciprocal Tutoring System.,2005,AIED
https://dblp.org/rec/conf/aied/Bader-NatalP07,,Assessing Learning in a Peer-Driven Tutoring System.,2007,AIED
https://dblp.org/rec/conf/aied/BaylorCGJ05,,Pedagogical agent research and development: Next steps and future possibilities.,2005,AIED
https://dblp.org/rec/conf/aied/BaylorKSL05,,Designing effective nonverbal communication for pedagogical agents.,2005,AIED
https://dblp.org/rec/conf/aied/BaylorP05,,Pedagogical agents as social models for engineering: The influence of agent appearance on female choice.,2005,AIED
https://dblp.org/rec/conf/aied/BealC05,,Computational methods for evaluating student and group learning histories in intelligent tutoring systems.,2005,AIED
https://dblp.org/rec/conf/aied/BealMC07,,Modeling learning patterns of students with a tutoring system using Hidden Markov Models.,2007,AIED
https://dblp.org/rec/conf/aied/BenevidesSCRSMD24,https://doi.org/10.1007/978-3-031-64312-5_31,Unhappiness and Demotivation Among Students in Gamified Tutoring Systems: Toward Understanding the Gender Gap.,2024,AIED Companion (2)
https://dblp.org/rec/conf/aied/BeukmanC23,https://doi.org/10.1007/978-3-031-36336-8_91,Learner Perception of Pedagogical Agents.,2023,AIED (Posters/Late Breaking Results/...)
https://dblp.org/rec/conf/aied/BlanchardG13,https://doi.org/10.1007/978-3-642-39112-5_160,The Fourth International Workshop on Culturally-Aware Tutoring Systems.,2013,AIED
https://dblp.org/rec/conf/aied/BlanchardGR24,https://doi.org/10.1007/978-3-031-64312-5_58,7th Edition of the International Workshop on Culturally-Aware Tutoring Systems (CATS).,2024,AIED Companion (2)
https://dblp.org/rec/conf/aied/BlanchardLA09,https://doi.org/10.3233/978-1-60750-028-5-809,The Second Workshop on Culturally Aware Tutoring Systems.,2009,AIED
https://dblp.org/rec/conf/aied/BlessingGOR07,,Lowering the Bar for Creating Model-Tracing Intelligent Tutoring Systems.,2007,AIED
https://dblp.org/rec/conf/aied/BonnerWDGWS15,,The Development of a Testbed to Assess an Intelligent Tutoring System for Teams.,2015,AIED Workshops
https://dblp.org/rec/conf/aied/BorchersNCKA25,https://doi.org/10.1007/978-3-031-98465-5_14,Involving Parents in Tutoring Systems to Increase Content Confidence: A Design Probe Study.,2025,AIED (6)
https://dblp.org/rec/conf/aied/BorchersS25,https://doi.org/10.1007/978-3-031-98417-4_29,Can Large Language Models Match Tutoring System Adaptivity? A Benchmarking Study.,2025,AIED (2)
https://dblp.org/rec/conf/aied/BouchetHA13,https://doi.org/10.1007/978-3-642-39112-5_120,Impact of Different Pedagogical Agents' Adaptive Self-regulated Prompting Strategies on Learning with MetaTutor.,2013,AIED
https://dblp.org/rec/conf/aied/BrosnihanWMKMDTA25,https://doi.org/10.1007/978-3-031-98417-4_15,Balancing Emotional and Motivational Self-Regulatory Processes During Complex Learning with Intelligent Tutoring Systems.,2025,AIED (2)
https://dblp.org/rec/conf/aied/BuffumBWML15,https://doi.org/10.1007/978-3-319-19773-9_7,Mind the Gap: Improving Gender Equity in Game-Based Learning Environments with Learning Companions.,2015,AIED
https://dblp.org/rec/conf/aied/BustosCCSS11,https://doi.org/10.1007/978-3-642-21869-9_58,Gesture-Based Affect Modeling for Intelligent Tutoring Systems.,2011,AIED
https://dblp.org/rec/conf/aied/CaiGMHWMF09,https://doi.org/10.3233/978-1-60750-028-5-796,ARIES: An Intelligent Tutoring System Assisted by Conversational Agents.,2009,AIED
https://dblp.org/rec/conf/aied/CarmonHG23,https://doi.org/10.1007/978-3-031-36336-8_19,Assessment in Conversational Intelligent Tutoring Systems: Are Contextual Embeddings Really Better?,2023,AIED (Posters/Late Breaking Results/...)
https://dblp.org/rec/conf/aied/CarterB13,https://doi.org/10.1007/978-3-642-39112-5_134,An Intelligent Tutoring System to Teach Debugging.,2013,AIED
https://dblp.org/rec/conf/aied/CasasFBO15,,Culture-Oriented Factors in the Implementation of Intelligent Tutoring Systems in Chile.,2015,AIED Workshops
https://dblp.org/rec/conf/aied/CenKJ07,,Is Over Practice Necessary? - Improving Learning Efficiency with the Cognitive Tutor through Educational Data Mining.,2007,AIED
https://dblp.org/rec/conf/aied/CetintasSXHZ09,https://doi.org/10.3233/978-1-60750-028-5-701,Learning to Identify Students' Off-Task Behavior in Intelligent Tutoring Systems.,2009,AIED
https://dblp.org/rec/conf/aied/ChaffarDF09,https://doi.org/10.3233/978-1-60750-028-5-716,Inducing positive emotional state in Intelligent Tutoring Systems.,2009,AIED
https://dblp.org/rec/conf/aied/Chan05,,Some New Perspectives on Learning Companion Research.,2005,AIED
https://dblp.org/rec/conf/aied/Chen18,https://doi.org/10.1007/978-3-319-93846-2_92,Supporting Math Problem Solving Coaching for Young Students: A Case for Weak Learning Companion.,2018,AIED (2)
https://dblp.org/rec/conf/aied/ChengCLCHG13,https://doi.org/10.1007/978-3-642-39112-5_149,AutoTutor 2013: Conversation-Based Online Intelligent Tutoring System with Rich Media (Interactive Event).,2013,AIED
https://dblp.org/rec/conf/aied/ChenMLAMALCM25,https://doi.org/10.1007/978-3-031-98462-4_22,Bridging the AI Adoption Gap: Designing an Interactive Pedagogical Agent for Higher Education Instructors.,2025,AIED (5)
https://dblp.org/rec/conf/aied/ChiV07b,,Porting an Intelligent Tutoring System across Domains.,2007,AIED
https://dblp.org/rec/conf/aied/ChoiL05,,Cognitive and Motivational Effects of Animated Pedagogical Agent for Learning English as a Second Language.,2005,AIED
https://dblp.org/rec/conf/aied/ChopadePLK23,https://doi.org/10.1007/978-3-031-36336-8_59,Task-Based Workplace English: An Adaptive Multimodal Tutoring System.,2023,AIED (Posters/Late Breaking Results/...)
https://dblp.org/rec/conf/aied/ChungNR13,,An Intelligent Tutoring System for Japanese Language Particles with User Assessment and Feedback.,2013,AIED Workshops
https://dblp.org/rec/conf/aied/ClareboutE05,,The Effects of a Pedagogical Agent in an Open Learning Environment.,2005,AIED
https://dblp.org/rec/conf/aied/CorbettMWKMB13,https://doi.org/10.1007/978-3-642-39112-5_33,Differential Impact of Learning Activities Designed to Support Robust Learning in the Genetics Cognitive Tutor.,2013,AIED
https://dblp.org/rec/conf/aied/CrossleyVRM13,https://doi.org/10.1007/978-3-642-39112-5_28,Using Automated Indices of Cohesion to Evaluate an Intelligent Tutoring System and an Automated Writing Evaluation System.,2013,AIED
https://dblp.org/rec/conf/aied/DeFalcoSRH19,https://doi.org/10.1007/978-3-030-23207-8_10,"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems.",2019,AIED (2)
https://dblp.org/rec/conf/aied/DeiningerLPPCMT23,https://doi.org/10.1007/978-3-031-36272-9_46,Can You Solve This on the First Try? - Understanding Exercise Field Performance in an Intelligent Tutoring System.,2023,AIED
https://dblp.org/rec/conf/aied/DermevalABVLSP18,https://doi.org/10.1007/978-3-319-93846-2_13,Amplifying Teachers Intelligence in the Design of Gamified Intelligent Tutoring Systems.,2018,AIED (2)
https://dblp.org/rec/conf/aied/DevasaniABG11,https://doi.org/10.1007/978-3-642-21869-9_9,Lattice-Based Approach to Building Templates for Natural Language Understanding in Intelligent Tutoring Systems.,2011,AIED
https://dblp.org/rec/conf/aied/DeverSWA22,https://doi.org/10.1007/978-3-031-11644-5_27,Pedagogical Agent Support and Its Relationship to Learners' Self-regulated Learning Strategy Use with an Intelligent Tutoring System.,2022,AIED (1)
https://dblp.org/rec/conf/aied/DianaESK17,https://doi.org/10.1007/978-3-319-61425-0_74,Teaching Informal Logical Fallacy Identification with a Cognitive Tutor.,2017,AIED
https://dblp.org/rec/conf/aied/DianaSK18,https://doi.org/10.1007/978-3-319-93843-1_7,An Instructional Factors Analysis of an Online Logical Fallacy Tutoring System.,2018,AIED (1)
https://dblp.org/rec/conf/aied/Dickler19,https://doi.org/10.1007/978-3-030-23207-8_61,An Intelligent Tutoring System and Teacher Dashboard to Support Mathematizing During Science Inquiry.,2019,AIED (2)
https://dblp.org/rec/conf/aied/ElkinsKBSC22,https://doi.org/10.1007/978-3-031-11647-6_121,Question Personalization in an Intelligent Tutoring System.,2022,AIED (2)
https://dblp.org/rec/conf/aied/EricksonAW18,https://doi.org/10.1007/978-3-319-93846-2_15,Exploring Gritty Students' Behavior in an Intelligent Tutoring System.,2018,AIED (2)
https://dblp.org/rec/conf/aied/EugenioFYHG05,,Natural Language Generation for Intelligent Tutoring Systems: a case study.,2005,AIED
https://dblp.org/rec/conf/aied/EugenioLKCO05,,Positive and negative verbal feedback for Intelligent Tutoring Systems.,2005,AIED
https://dblp.org/rec/conf/aied/FaghihiFN11,https://doi.org/10.1007/978-3-642-21869-9_12,A Cognitive Tutoring Agent with Episodic and Causal Learning Capabilities.,2011,AIED
https://dblp.org/rec/conf/aied/FancsaliNVR13,,"Simulated Students, Mastery Learning, and Improved Learning Curves for Real-World Cognitive Tutors.",2013,AIED Workshops
https://dblp.org/rec/conf/aied/FancsaliRSN13,,"Toward ""Hyper-Personalized"" Cognitive Tutors: Non-Cognitive Personalization in the Generalized Intelligent Framework for Tutoring.",2013,AIED Workshops
https://dblp.org/rec/conf/aied/FangHLLYS24,https://doi.org/10.1007/978-3-031-64302-6_24,Evaluating the Design Features of an Intelligent Tutoring System for Advanced Mathematics Learning.,2024,AIED (1)
https://dblp.org/rec/conf/aied/FergusonWM09,https://doi.org/10.3233/978-1-60750-028-5-605,Transfer Learning and Representation Discovery in Intelligent Tutoring Systems.,2009,AIED
https://dblp.org/rec/conf/aied/Feyzi-BehnaghALRTC13,,Fostering Diagnostic Accuracy in a Medical Intelligent Tutoring System.,2013,AIED Workshops
https://dblp.org/rec/conf/aied/GirardESHZBV13,https://doi.org/10.1007/978-3-642-39112-5_3,Defining the Behavior of an Affective Learning Companion in the Affective Meta-tutor Project.,2013,AIED
https://dblp.org/rec/conf/aied/Gonzalez-Brenes15,,Using Data from Real and Simulated Learners to Evaluate Adaptive Tutoring Systems.,2015,AIED Workshops
https://dblp.org/rec/conf/aied/GreenEF19,https://doi.org/10.1007/978-3-030-23207-8_18,Towards Adaptive Worked-Out Examples in an Intelligent Tutoring System.,2019,AIED (2)
https://dblp.org/rec/conf/aied/GrivokostopoulouPH13,,An Intelligent Tutoring System for Teaching FOL Equivalence.,2013,AIED Workshops
https://dblp.org/rec/conf/aied/Guerreiro-Santalla23,https://doi.org/10.1007/978-3-031-36336-8_62,RoboboITS: A Simulation-Based Tutoring System to Support AI Education Through Robotics.,2023,AIED (Posters/Late Breaking Results/...)
https://dblp.org/rec/conf/aied/HarleyLFH15,https://doi.org/10.1007/978-3-319-19773-9_75,An Integrated Emotion-Aware Framework for Intelligent Tutoring Systems.,2015,AIED
https://dblp.org/rec/conf/aied/HarrerMWBS05,,"Collaboration and Cognitive Tutoring: Integration, Empirical Results, and Future Directions.",2005,AIED
https://dblp.org/rec/conf/aied/HarsleyEGF17,https://doi.org/10.1007/978-3-319-61425-0_54,Enhancing an Intelligent Tutoring System to Support Student Collaboration: Effects on Learning and Behavior.,2017,AIED
https://dblp.org/rec/conf/aied/HeckM23,https://doi.org/10.1007/978-3-031-36336-8_102,Exercise Generation Supporting Adaptivity in Intelligent Tutoring Systems.,2023,AIED (Posters/Late Breaking Results/...)
