paper,doi,title,year,venue
https://dblp.org/rec/journals/ijmbl/Savin-BadenTBW13,https://doi.org/10.4018/JMBL.2013040105,'It's Almost like Talking to a Person': Student Disclosure to Pedagogical Agents in Sensitive Settings.,2013,Int. J. Mob. Blended Learn.
https://dblp.org/rec/conf/softerg/IqbalOPK99,https://doi.org/10.1007/978-3-322-99786-9_16,A Classification of Evaluation Methods for Intelligent Tutoring Systems.,1999,Software-Ergonomie
https://dblp.org/rec/journals/ijet/ElazharyK17,https://doi.org/10.3991/IJET.V12I05.6651,"A Cognitive Tutor of Arabic Word Root Extraction Using Artificial Word Generation, Scaffolding and Self-Explanation.",2017,Int. J. Emerg. Technol. Learn.
https://dblp.org/rec/conf/ismar/HadjiliasiNP24,https://doi.org/10.1109/ISMAR-ADJUNCT64951.2024.00148,A Comparative Assessment of Technology Acceptance and Learning Outcomes in Computer-based versus VR-based Pedagogical Agents.,2024,ISMAR-Adjunct
https://dblp.org/rec/conf/hci/FangLCHG19,https://doi.org/10.1007/978-3-030-22341-0_47,A Conversation-Based Intelligent Tutoring System Benefits Adult Readers with Low Literacy Skills.,2019,HCI (32)
https://dblp.org/rec/conf/aied/PianLHB20,https://doi.org/10.1007/978-3-030-52240-7_68,A Gamified Solution to the Cold-Start Problem of Intelligent Tutoring System.,2020,AIED (2)
https://dblp.org/rec/conf/aied/HuangAMK20,https://doi.org/10.1007/978-3-030-52240-7_23,A General Multi-method Approach to Design-Loop Adaptivity in Intelligent Tutoring Systems.,2020,AIED (2)
https://dblp.org/rec/conf/micai/Fournier-VigerNN08,https://doi.org/10.1007/978-3-540-88636-5_72,A Knowledge Discovery Framework for Learning Task Models from User Interactions in Intelligent Tutoring Systems.,2008,MICAI
https://dblp.org/rec/conf/mc/Kosztelnik19,https://doi.org/10.18420/MUC2019-UP-0366,A Learning Companion for Ben: Concept for a Digital Learning Environment.,2019,UP
https://dblp.org/rec/journals/ccsecis/AdenowoP14,https://doi.org/10.5539/CIS.V7N2P82,A Metamodel for Designing an Intelligent Tutoring Systems Authoring Tool.,2014,Comput. Inf. Sci.
https://dblp.org/rec/conf/icalt/ImbertSAMR07,https://doi.org/10.1109/ICALT.2007.23,A Multiagent Extension for Virtual Reality Based Intelligent Tutoring Systems.,2007,ICALT
https://dblp.org/rec/journals/aiedu/ArroyoWBMRT14,https://doi.org/10.1007/S40593-014-0023-Y,"A Multimedia Adaptive Tutoring System for Mathematics that Addresses Cognition, Metacognition and Affect.",2014,Int. J. Artif. Intell. Educ.
https://dblp.org/rec/journals/tlt/Fournier-VigerNNMF13,https://doi.org/10.1109/TLT.2013.27,A Multiparadigm Intelligent Tutoring System for Robotic Arm Training.,2013,IEEE Trans. Learn. Technol.
https://dblp.org/rec/conf/iadis/EismanLC08,,A Natural Language Virtual Tutoring System.,2008,e-Learning
https://dblp.org/rec/journals/solarjla/LiuSD18,https://doi.org/10.18608/JLA.2018.51.4,A Novel Method for the In-Depth Multimodal Analysis of Student Learning Trajectories in Intelligent Tutoring Systems.,2018,J. Learn. Anal.
https://dblp.org/rec/journals/access/SinghGN22,https://doi.org/10.1109/ACCESS.2022.3166261,"A Parametrized Comparative Analysis of Performance Between Proposed Adaptive and Personalized Tutoring System ""Seis Tutor"" With Existing Online Tutoring System.",2022,IEEE Access
https://dblp.org/rec/journals/tsmc/MaciejewskiK94,https://doi.org/10.1109/21.310511,A Student Model of Katakana Reading Proficiency for a Japanese Language Intelligent Tutoring System.,1994,IEEE Trans. Syst. Man Cybern. Syst.
https://dblp.org/rec/journals/access/PaladinesR20,https://doi.org/10.1109/ACCESS.2020.3021383,A Systematic Literature Review of Intelligent Tutoring Systems With Dialogue in Natural Language.,2020,IEEE Access
https://dblp.org/rec/journals/jucs/KyriakouHG10,https://doi.org/10.3217/JUCS-016-19-2841,A Tool for Managing Domain Knowledge and Helping Tutors in Intelligent Tutoring Systems.,2010,J. Univers. Comput. Sci.
https://dblp.org/rec/conf/ifip12/EnchevaT06,https://doi.org/10.1007/0-387-34224-9_51,A Tutoring System Discovering Gaps in the Current Body of Students' Knowledge.,2006,AIAI
https://dblp.org/rec/conf/icce/YusoffB10,https://doi.org/10.58459/ICCE.2010.45,A Tutoring System Using an Emotion-Focused Strategy to Support Learners.,2010,ICCE
https://dblp.org/rec/conf/ifip11-8/HuSWM03,,A Tutoring System for IT Security.,2003,World Conference on Information Security Education
https://dblp.org/rec/conf/ifip12/GuedesV10,https://doi.org/10.1007/978-3-642-15286-3_13,A UML Profile Oriented to the Requirements Modeling in Intelligent Tutoring Systems Projects.,2010,IFIP AI
https://dblp.org/rec/conf/ifip12/Li0L05,https://doi.org/10.1007/0-387-29295-0_63,A Web-Based Intelligent Tutoring System.,2005,AIAI
https://dblp.org/rec/conf/ifip12/LiFLZ07,https://doi.org/10.1007/978-0-387-77253-0_35,A Web-based Knowledge Aided Tutoring System for Vegetable Supply Chain.,2008,CCTA
https://dblp.org/rec/journals/ce/LathamCME12,https://doi.org/10.1016/J.COMPEDU.2011.11.001,A conversational intelligent tutoring system to automatically predict learning styles.,2012,Comput. Educ.
https://dblp.org/rec/journals/jcal/MakranskyWM19,https://doi.org/10.1111/JCAL.12335,A gender matching effect in learning with pedagogical agents in an immersive virtual reality science simulation.,2019,J. Comput. Assist. Learn.
https://dblp.org/rec/journals/amcs/Kozierkiewicz-HetmanskaN11,https://doi.org/10.2478/V10006-011-0005-2,A method for learning scenario determination and modification in intelligent tutoring systems.,2011,Int. J. Appl. Math. Comput. Sci.
https://dblp.org/rec/journals/sle/LatifLZ26,https://doi.org/10.1186/S40561-025-00427-9,"A systematic review of intelligent and robot tutoring systems: evolution, pedagogical design, and AI-driven classification.",2026,Smart Learn. Environ.
https://dblp.org/rec/conf/flairs/KeshtkarRCB24,https://doi.org/10.32473/FLAIRS.37.1.135314,AI Tutor: Student's Perceptions and Expectations of AI-Driven Tutoring Systems: A Survey-Based Investigation.,2024,FLAIRS
https://dblp.org/rec/conf/hci/Velez-LangsA07,https://doi.org/10.1007/978-3-540-73110-8_57,Adaptation in Intelligent Tutoring Systems: Development of Tutoring and Domain Models.,2007,HCI (3)
https://dblp.org/rec/conf/hci/DeFalcoS19,https://doi.org/10.1007/978-3-030-22341-0_5,Adaptive Instructional Systems: The Evolution of Hybrid Cognitive Tools and Tutoring Systems.,2019,HCI (32)
https://dblp.org/rec/journals/sle/VillegasChBNM25,https://doi.org/10.1186/S40561-025-00389-Y,Adaptive intelligent tutoring systems for STEM education: analysis of the learning impact and effectiveness of personalized feedback.,2025,Smart Learn. Environ.
https://dblp.org/rec/journals/ijccc/Anohina07,https://doi.org/10.15837/IJCCC.2007.1.2336,Advances in Intelligent Tutoring Systems: Problem-solving Modes and Model of Hints.,2007,Int. J. Comput. Commun. Control
https://dblp.org/rec/journals/frai/Schmitz-HubschS22,https://doi.org/10.3389/FRAI.2022.873056,Affective Response Categories - Toward Personalized Reactions in Affect-Adaptive Tutoring Systems.,2022,Frontiers Artif. Intell.
https://dblp.org/rec/conf/hci/BrawnerGS16,https://doi.org/10.1007/978-3-319-39952-2_1,Agent-Based Practices for an Intelligent Tutoring System Architecture.,2016,HCI (14)
https://dblp.org/rec/conf/eusflat/VazquezRROS15,,An Extension of Fuzzy Deformable Prototypes for predicting student performance on Web-based Tutoring Systems.,2015,IFSA-EUSFLAT
https://dblp.org/rec/conf/its/PalominoSN14,https://doi.org/10.1007/978-3-319-07221-0_72,An Intelligent LMS Model Based on Intelligent Tutoring Systems.,2014,Intelligent Tutoring Systems
https://dblp.org/rec/journals/ijoe/BakarGA24,https://doi.org/10.3991/IJOE.V20I05.47793,An Intelligent Mathematics Problem-Solving Tutoring System Framework: A Conceptual of Merging of Fuzzy Neural Networks and Neuroscience Mechanistic.,2024,Int. J. Online Biomed. Eng.
https://dblp.org/rec/conf/iva/MuraliLC24,https://doi.org/10.1145/3652988.3673948,An Intelligent Pedagogical Agent for In-The-Wild Interaction in an Open-Ended Learning Environment for Computational Thinking.,2024,IVA
https://dblp.org/rec/conf/iui/YalcinLC22,https://doi.org/10.1145/3490099.3511124,An Intelligent Pedagogical Agent to Foster Computational Thinking in Open-Ended Game Design Activities.,2022,IUI
https://dblp.org/rec/conf/seuh/MeissnerSB23,https://doi.org/10.18420/SEUH2023_10,An Intelligent Tutoring System Concept for a Gamified e-Learning Platform for Higher Computer Science Education.,2023,SEUH
https://dblp.org/rec/conf/its/HeffernanK02,https://doi.org/10.1007/3-540-47987-2_61,An Intelligent Tutoring System Incorporating a Model of an Experienced Human Tutor.,2002,Intelligent Tutoring Systems
https://dblp.org/rec/journals/ijcopi/CornejoVHMR24,https://doi.org/10.61467/2007.1558.2024.V15I1.422,An Intelligent Tutoring System for Identification of Learning Styles and Assignment Educational Strategies.,2024,Int. J. Comb. Optim. Probl. Informatics
https://dblp.org/rec/conf/iccS/VirsedaFMM09,https://doi.org/10.1007/978-3-642-01973-9_7,An Intelligent Tutoring System for Interactive Learning of Data Structures.,2009,ICCS (2)
https://dblp.org/rec/journals/imt/MiwaTKN14,https://doi.org/10.11185/IMT.9.132,An Intelligent Tutoring System with Variable Levels of Instructional Support for Instructing Natural Deduction.,2014,Inf. Media Technol.
https://dblp.org/rec/conf/paams/PalominoSN13,https://doi.org/10.1007/978-3-642-38061-7_30,An Intelligent Tutoring Systems Integrated with Learning Management Systems.,2013,PAAMS (Workshops)
https://dblp.org/rec/journals/access/AhujaTBSKAM22,https://doi.org/10.1109/ACCESS.2021.3115409,"An Investigative Study on the Effects of Pedagogical Agents on Intrinsic, Extraneous and Germane Cognitive Load: Experimental Findings With Dyscalculia and Non-Dyscalculia Learners.",2022,IEEE Access
https://dblp.org/rec/conf/aaai/GuevarraB0WETT25,https://doi.org/10.1609/AAAI.V39I28.35353,An LLM-Guided Tutoring System for Social Skills Training.,2025,AAAI
https://dblp.org/rec/journals/ce/LathamCM14,https://doi.org/10.1016/J.COMPEDU.2013.09.014,An adaptation algorithm for an intelligent natural language tutoring system.,2014,Comput. Educ.
https://dblp.org/rec/journals/eswa/MerinoMOK12,https://doi.org/10.1016/J.ESWA.2012.01.020,An adaptive and innovative question-driven competition-based intelligent tutoring system for learning.,2012,Expert Syst. Appl.
https://dblp.org/rec/journals/umuai/MuldnerBSV11,https://doi.org/10.1007/S11257-010-9086-0,An analysis of students' gaming behaviors in an intelligent tutoring system: predictors and impacts.,2011,User Model. User Adapt. Interact.
https://dblp.org/rec/journals/jnca/MorchDN06,https://doi.org/10.1016/J.JNCA.2004.10.002,An evolutionary approach to prototyping pedagogical agents: from simulation to integrated system.,2006,J. Netw. Comput. Appl.
https://dblp.org/rec/conf/aaai/Chang14,https://doi.org/10.1609/AAAI.V28I1.8784,Analogy Tutor: A Tutoring System for Promoting Conceptual Learning via Comparison.,2014,AAAI
https://dblp.org/rec/journals/aiedu/WeragamaR14,https://doi.org/10.1007/S40593-014-0014-Z,Analysing Student Programs in the PHP Intelligent Tutoring System.,2014,Int. J. Artif. Intell. Educ.
https://dblp.org/rec/journals/ijoe/ChalermditNW19,https://doi.org/10.3991/IJOE.V15I04.9511,Analysis of an Intelligent Graphical Tutoring System using the Internet of Things (IoT) to Develop the Competency of Embedded Systems.,2019,Int. J. Online Biomed. Eng.
https://dblp.org/rec/journals/jbcs/MotolaJAV09,https://doi.org/10.1007/BF03194509,Architecture for animation of affective behaviors in pedagogical agents.,2009,J. Braz. Comput. Soc.
https://dblp.org/rec/journals/sle/LinHL23,https://doi.org/10.1186/S40561-023-00260-Y,Artificial intelligence in intelligent tutoring systems toward sustainable education: a systematic review.,2023,Smart Learn. Environ.
https://dblp.org/rec/journals/aiedu/PerikosGH17,https://doi.org/10.1007/S40593-017-0139-Y,Assistance and Feedback Mechanism in an Intelligent Tutoring System for Teaching Conversion of Natural Language into Logic.,2017,Int. J. Artif. Intell. Educ.
https://dblp.org/rec/journals/aiedu/BeheraMKVFC20,https://doi.org/10.1007/S40593-020-00195-2,Associating Facial Expressions and Upper-Body Gestures with Learning Tasks for Enhancing Intelligent Tutoring Systems.,2020,Int. J. Artif. Intell. Educ.
https://dblp.org/rec/conf/hci/Sottilare15,https://doi.org/10.1007/978-3-319-20816-9_65,Augmented Cognition on the Run: Considerations for the Design and Authoring of Mobile Tutoring Systems.,2015,HCI (15)
https://dblp.org/rec/conf/bcshci/HennerleyDJ17,https://doi.org/10.14236/EWIC/HCI2017.98,Augmented Reality Enhanced Human Robot Interaction for Social Robots as e-Learning Companions.,2017,BCS HCI
https://dblp.org/rec/conf/hci/CaiHG19,https://doi.org/10.1007/978-3-030-22341-0_46,Authoring Conversational Intelligent Tutoring Systems.,2019,HCI (32)
https://dblp.org/rec/conf/hci/OlneyC15,https://doi.org/10.1007/978-3-319-20816-9_60,Authoring Intelligent Tutoring Systems Using Human Computation: Designing for Intrinsic Motivation.,2015,HCI (15)
https://dblp.org/rec/journals/aiedu/DermevalPBVB18,https://doi.org/10.1007/S40593-017-0157-9,Authoring Tools for Designing Intelligent Tutoring Systems: a Systematic Review of the Literature.,2018,Int. J. Artif. Intell. Educ.
https://dblp.org/rec/journals/aiedu/KochmarVBGSP22,https://doi.org/10.1007/S40593-021-00267-X,Automated Data-Driven Generation of Personalized Pedagogical Interventions in Intelligent Tutoring Systems.,2022,Int. J. Artif. Intell. Educ.
https://dblp.org/rec/journals/ijet/BuiM18,https://doi.org/10.3991/IJET.V13I09.8023,Automated Data-Driven Hint Generation in Intelligent Tutoring Systems for Code-Writing: On the Road of Future Research.,2018,Int. J. Emerg. Technol. Learn.
https://dblp.org/rec/journals/frai/ChenFSSGFG20,https://doi.org/10.3389/FRAI.2020.595627,Automated Disengagement Tracking Within an Intelligent Tutoring System.,2020,Frontiers Artif. Intell.
https://dblp.org/rec/conf/aied/KochmarVBGSP20,https://doi.org/10.1007/978-3-030-52240-7_26,Automated Personalized Feedback Improves Learning Gains in An Intelligent Tutoring System.,2020,AIED (2)
