paper,doi,title,year,venue
https://dblp.org/rec/conf/calisce/NkambouGF96,https://doi.org/10.1007/BFB0022606,CREAM-Tools: An Authoring Environment for Curriculum and Course Biulding in an Intelligent Tutoring System.,1996,CALISCE
https://dblp.org/rec/journals/eait/BaiCZQXZ25,https://doi.org/10.1007/S10639-025-13328-8,Can AI-generated pedagogical agents (AIPA) replace human teacher in picture book videos? The effects of appearance and voice of AIPA on children's learning.,2025,Educ. Inf. Technol.
https://dblp.org/rec/conf/its/AngloR10,https://doi.org/10.1007/978-3-642-13437-1_38,Can Affect Be Detected from Intelligent Tutoring System Interaction Data? - A Preliminary Study.,2010,Intelligent Tutoring Systems (2)
https://dblp.org/rec/conf/cogsci/OtienoSSR13,,Can Help Seeking Behavior in Intelligent Tutoring Systems Be Used as Online Measure for Goal Orientation?,2013,CogSci
https://dblp.org/rec/conf/aied/DeiningerLPPCMT23,https://doi.org/10.1007/978-3-031-36272-9_46,Can You Solve This on the First Try? - Understanding Exercise Field Performance in an Intelligent Tutoring System.,2023,AIED
https://dblp.org/rec/journals/tlt/VanLehnZBGH17,https://doi.org/10.1109/TLT.2016.2594775,Can a Non-Cognitive Learning Companion Increase the Effectiveness of a Meta-Cognitive Learning Strategy?,2017,IEEE Trans. Learn. Technol.
https://dblp.org/rec/journals/eait/JiZ25,https://doi.org/10.1007/S10639-025-13639-W,Can pedagogical agents and visual cues enhance students' deep learning in a virtual reality environment? Insights from multiple data analysis.,2025,Educ. Inf. Technol.
https://dblp.org/rec/conf/its/OliveiraGP20,https://doi.org/10.1007/978-3-030-49663-0_8,Changes of Affective States in Intelligent Tutoring System to Improve Feedbacks Through Low-Cost and Open Electroencephalogram and Facial Expression.,2020,ITS
https://dblp.org/rec/conf/flairs/HodHodKC10,,Character Education Using Pedagogical Agents and Socratic Voice.,2010,FLAIRS
https://dblp.org/rec/journals/jiis/KaziHS13,https://doi.org/10.1007/S10844-013-0244-9,Clinical reasoning gains in medical PBL: an UMLS based tutoring system.,2013,J. Intell. Inf. Syst.
https://dblp.org/rec/journals/ijim/Elazhary17,https://doi.org/10.3991/IJIM.V11I4.6852,Cloud-based Context-aware Mobile Intelligent Tutoring System of Technical Computer Skills.,2017,Int. J. Interact. Mob. Technol.
https://dblp.org/rec/conf/its/GrossZHP12,https://doi.org/10.1007/978-3-642-30950-2_127,Cluster Based Feedback Provision Strategies in Intelligent Tutoring Systems.,2012,ITS
https://dblp.org/rec/journals/rbie/DermevalB20,https://doi.org/10.5753/RBIE.2020.28.0.73,Co-designing Gamified Intelligent Tutoring Systems with Teachers.,2020,Revista Brasileira de Informática na Educ.
https://dblp.org/rec/conf/apn/WerfS19,https://doi.org/10.1007/978-3-030-21571-2_6,CoRA: An Online Intelligent Tutoring System to Practice Coverability Graph Construction.,2019,Petri Nets
https://dblp.org/rec/conf/its/CourtemancheNM08,https://doi.org/10.1007/978-3-540-69132-7_88,Cognitive Load Estimation for Optimizing Learning within Intelligent Tutoring Systems.,2008,Intelligent Tutoring Systems
https://dblp.org/rec/conf/its/PimentelD98,https://doi.org/10.1007/3-540-68716-5_86,Cognitive Measures for Visual Concept Teaching with Intelligent Tutoring Systems.,1998,Intelligent Tutoring Systems
https://dblp.org/rec/conf/icchp/MohamadVDT04,https://doi.org/10.1007/978-3-540-27817-7_28,Cognitive Training with Animated Pedagogical Agents (TAPA) in Children with Learning Disabilities.,2004,ICCHP
https://dblp.org/rec/conf/aied/OganYFC15,https://doi.org/10.1007/978-3-319-19773-9_32,Cognitive Tutor Use in Chile: Understanding Classroom and Lab Culture.,2015,AIED
https://dblp.org/rec/conf/its/DuboisGNP08,https://doi.org/10.1007/978-3-540-69132-7_113,"Cognitive Tutoring System with ""Consciousness"".",2008,Intelligent Tutoring Systems
https://dblp.org/rec/conf/its/MatsudaVBLVHSB16,https://doi.org/10.1007/978-3-319-39583-8_37,Cognitive Tutors Produce Adaptive Online Course: Inaugural Field Trial.,2016,ITS
https://dblp.org/rec/conf/its/Lovett98,https://doi.org/10.1007/3-540-68716-5_29,Cognotive Task Analysis in Service of Intelligent Tutoring System Design: A Case Study in Statistics.,1998,Intelligent Tutoring Systems
https://dblp.org/rec/conf/its/Ragnemalm96,https://doi.org/10.1007/3-540-61327-7_165,Collaborative Dialogue with a Learning Companion as a Source of Inforamtion on Student Reasoning.,1996,Intelligent Tutoring Systems
https://dblp.org/rec/conf/csedu/BoussahaD21,https://doi.org/10.5220/0010425602000207,Collaborative Tutoring System Adaptive for Tutor's Learning Styles based on Felder Silverman Model.,2021,CSEDU (2)
https://dblp.org/rec/conf/its/UglevS24,https://doi.org/10.1007/978-3-031-63028-6_3,Combined Maps as a Tool of Concentration and Visualization of Knowledge in the Logic of Operation of the Intelligent Tutoring Systems.,2024,ITS (1)
https://dblp.org/rec/conf/csedu/PanagiotisPGK15,,Combining Agents and Ontologies for Building an Intelligent Tutoring System.,2015,CSEDU (1)
https://dblp.org/rec/conf/its/JordanMV04,https://doi.org/10.1007/978-3-540-30139-4_33,Combining Competing Language Understanding Approaches in an Intelligent Tutoring System.,2004,Intelligent Tutoring Systems
https://dblp.org/rec/conf/micai/LeonBGG08,https://doi.org/10.1007/978-3-540-88636-5_75,Combining Concept Maps and Petri Nets to Generate Intelligent Tutoring Systems: A Possible Approach.,2008,MICAI
https://dblp.org/rec/conf/its/RodrigoBANRR10,https://doi.org/10.1007/978-3-642-13437-1_39,Comparing Disengaged Behavior within a Cognitive Tutor in the USA and Philippines.,2010,Intelligent Tutoring Systems (2)
https://dblp.org/rec/conf/its/RodrigoBDGLLMPSSTV08,https://doi.org/10.1007/978-3-540-69132-7_9,Comparing Learners' Affect While Using an Intelligent Tutoring System and a Simulation Problem Solving Game.,2008,Intelligent Tutoring Systems
https://dblp.org/rec/conf/its/HamalainenV06,https://doi.org/10.1007/11774303_52,Comparison of Machine Learning Methods for Intelligent Tutoring Systems.,2006,Intelligent Tutoring Systems
https://dblp.org/rec/conf/eurographics/SeronCB08,https://doi.org/10.2312/EGED.20081004,Computer Graphics: Problem Based Learning and Interactive Embodied Pedagogical Agents.,2008,Eurographics (Education Papers)
https://dblp.org/rec/conf/iccs/StrupchanskaYB03,https://doi.org/10.1007/978-3-540-45091-7_23,Conceptual Graphs Self-tutoring System.,2003,ICCS
https://dblp.org/rec/conf/aied/PardosAS23,https://doi.org/10.1007/978-3-031-36336-8_5,Conducting Rapid Experimentation with an Open-Source Adaptive Tutoring System.,2023,AIED (Posters/Late Breaking Results/...)
https://dblp.org/rec/conf/aied/DeFalcoSRH19,https://doi.org/10.1007/978-3-030-23207-8_10,"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems.",2019,AIED (2)
https://dblp.org/rec/conf/aied/SinatraGDWOOJS18,,Considerations for Dealing with Real-Time Communications in an Intelligent Team Tutoring System Experiment.,2018,TTW@AIED
https://dblp.org/rec/conf/hci/Sinatra23,https://doi.org/10.1007/978-3-031-34735-1_12,Considerations for Developing a Generalized Gradebook for an Open-Source Intelligent Tutoring System Framework.,2023,HCI (34)
https://dblp.org/rec/conf/icwl/LiLL10,https://doi.org/10.1007/978-3-642-17407-0_18,Construction of the Intelligent Tutoring System from the View of Distributed Cognition.,2010,ICWL
https://dblp.org/rec/conf/its/SameiLKRG14,https://doi.org/10.1007/978-3-319-07221-0_28,Context-Based Speech Act Classification in Intelligent Tutoring Systems.,2014,Intelligent Tutoring Systems
https://dblp.org/rec/journals/bjet/VeletsianosM08,https://doi.org/10.1111/J.1467-8535.2007.00797.X,Conversing with pedagogical agents: A phenomenological exploration of interacting with digital entities.,2008,Br. J. Educ. Technol.
https://dblp.org/rec/conf/ceemas/GonzalezBN07,https://doi.org/10.1007/978-3-540-75254-7_35,Cooperative CBR System for Sharing Student Models in Cooperative Intelligent Tutoring Systems.,2007,CEEMAS
https://dblp.org/rec/conf/cdve/EnchevaT05,https://doi.org/10.1007/11555223_25,Cooperative Shared Learning Objects in an Intelligent Web-Based Tutoring System Environment.,2005,CDVE
https://dblp.org/rec/conf/its/Hayashi16,https://doi.org/10.1007/978-3-319-39583-8_26,Coordinating Knowledge Integration with Pedagogical Agents - Effects of Agent Gaze Gestures and Dyad Synchronization.,2016,ITS
https://dblp.org/rec/conf/its/KamennovSO22,https://doi.org/10.1007/978-3-031-09680-8_6,Covering Possible Reasoning Errors for Intelligent Tutoring Systems: Order of Expression Evaluation Case.,2022,ITS
https://dblp.org/rec/conf/iccci/BernackiK14,https://doi.org/10.1007/978-3-319-11289-3_19,Creating Collaborative Learning Groups in Intelligent Tutoring Systems.,2014,ICCCI
https://dblp.org/rec/journals/umuai/HarrerMWBS06,https://doi.org/10.1007/S11257-006-9007-4,Creating cognitive tutors for collaborative learning: steps toward realization.,2006,User Model. User Adapt. Interact.
https://dblp.org/rec/conf/iccal/KimEMR89,https://doi.org/10.1007/3-540-51142-3_64,Cricism-Tutor: An Intelligent Tutoring System for Circulatory Physiology.,1989,ICCAL
https://dblp.org/rec/conf/hci/VasicZGSGSTPV21,https://doi.org/10.1007/978-3-030-77857-6_23,Croatian POS Tagger as a Prerequisite for Knowledge Extraction in Intelligent Tutoring Systems.,2021,HCI (31)
https://dblp.org/rec/conf/its/Chan92,https://doi.org/10.1007/3-540-55606-0_19,Curriculum Tree: A Knowledge-Based Architecture for Intelligent Tutoring Systems.,1992,Intelligent Tutoring Systems
https://dblp.org/rec/conf/its/SaricGSR19,https://doi.org/10.1007/978-3-030-22244-4_10,Data-Driven Student Clusters Based on Online Learning Behavior in a Flipped Classroom with an Intelligent Tutoring System.,2019,ITS
https://dblp.org/rec/conf/aied/GirardESHZBV13,https://doi.org/10.1007/978-3-642-39112-5_3,Defining the Behavior of an Affective Learning Companion in the Affective Meta-tutor Project.,2013,AIED
https://dblp.org/rec/conf/aied/YunHPH24,https://doi.org/10.1007/978-3-031-64312-5_12,Design Based Research of Multimodal Robotic Learning Companions.,2024,AIED Companion (2)
https://dblp.org/rec/conf/icwl/YunFHP19,https://doi.org/10.1007/978-3-030-35758-0_35,Design Considerations for a Mobile Sensor-Based Learning Companion.,2019,ICWL
https://dblp.org/rec/conf/avr/SteynbergBM24,https://doi.org/10.1007/978-3-031-71713-0_15,Design Principles for Pedagogical Agents in a Virtual Reality Learning Environment: Providing Explanations in Real-Time Using Natural Language Processing.,2024,XR (4)
https://dblp.org/rec/conf/hci/HolzWPBMP25,https://doi.org/10.1007/978-3-031-93567-1_6,Design and User Preferences of Pedagogical Agents for an Intelligent Tutoring System for EFL.,2025,HCI (42)
https://dblp.org/rec/journals/rigaacs/PetrovicaA12,https://doi.org/10.2478/V10312-012-0006-2,Design and implementation of agent interaction mechanisms for emotionally intelligent tutoring systems.,2012,Appl. Comput. Syst.
https://dblp.org/rec/conf/simbig/Ramos19,https://doi.org/10.1007/978-3-030-46140-9_31,Design of Cognitive Tutor to Diagnose the Types of Intelligence in Preschool Students from Ages 3 to 5.,2020,SIMBig
https://dblp.org/rec/conf/cscl/BaggetunD03,https://doi.org/10.1007/978-94-017-0195-2_20,Designing Pedagogical Agents for CSCL.,2003,CSCL
https://dblp.org/rec/journals/kbs/FerreiraA09,https://doi.org/10.1016/J.KNOSYS.2008.10.012,Designing a feedback component of an intelligent tutoring system for foreign language.,2009,Knowl. Based Syst.
https://dblp.org/rec/conf/ieaaie/PopovicD99,https://doi.org/10.1007/978-3-540-48765-4_85,Designing an Intelligent Tutoring System in the Domain of Formal Languages.,1999,IEA/AIE
https://dblp.org/rec/journals/eait/SharmaH22,https://doi.org/10.1007/S10639-021-10882-9,Designing an intelligent tutoring system for computer programing in the Pacific.,2022,Educ. Inf. Technol.
https://dblp.org/rec/conf/micai/Zatarain-CabadaBPG12,https://doi.org/10.1007/978-3-642-37798-3_39,Designing and Implementing Affective and Intelligent Tutoring Systems in a Learning Social Network.,2013,MICAI (2)
https://dblp.org/rec/conf/its/AssafAF23,https://doi.org/10.1007/978-3-031-32883-1_6,Detecting Mental Fatigue in Intelligent Tutoring Systems.,2023,ITS
https://dblp.org/rec/conf/its/BakerCK04,https://doi.org/10.1007/978-3-540-30139-4_50,Detecting Student Misuse of Intelligent Tutoring Systems.,2004,Intelligent Tutoring Systems
https://dblp.org/rec/conf/its/WalonoskiH06,https://doi.org/10.1007/11774303_38,Detection and Analysis of Off-Task Gaming Behavior in Intelligent Tutoring Systems.,2006,Intelligent Tutoring Systems
https://dblp.org/rec/journals/air/AgiusA99,https://doi.org/10.1023/A:1006569626086,Developing Knowledge-Based Intelligent Multimedia Tutoring Systems Using Semantic Content-Based Modelling.,1999,Artif. Intell. Rev.
https://dblp.org/rec/conf/edm/Kelly15,,Developing Self-Regulated Learners Through an Intelligent Tutoring System.,2015,EDM
https://dblp.org/rec/conf/icitl/LinHC21,https://doi.org/10.1007/978-3-030-91540-7_7,Developing an AR Tutoring System to Support Maker Education.,2021,ICITL
https://dblp.org/rec/conf/its/JungV10,https://doi.org/10.1007/978-3-642-13437-1_69,Developing an Intelligent Tutoring System Using Natural Language for Knowledge Representation.,2010,Intelligent Tutoring Systems (2)
https://dblp.org/rec/conf/edutainment/WangL11,https://doi.org/10.1007/978-3-642-23456-9_17,Development of a Mobile Rhythm Learning System Based on Digital Game-Based Learning Companion.,2011,Edutainment
https://dblp.org/rec/journals/umuai/MilneSC96,https://doi.org/10.1007/BF00213186,Development of a Model of User Attributes and its Implementation within an Adaptive Tutoring System.,1996,User Model. User Adapt. Interact.
https://dblp.org/rec/conf/ausai/ChauAC02,https://doi.org/10.1007/3-540-36187-1_63,Development of an Intelligent Tutoring System on Design of Liquid Retaining Structures.,2002,Australian Joint Conference on Artificial Intelligence
https://dblp.org/rec/conf/csedu/SchmohlSGTW22,https://doi.org/10.5220/0011068500003182,"Development, Implementation and Acceptance of an AI-based Tutoring System: A Research-Led Methodology.",2022,CSEDU (2)
https://dblp.org/rec/conf/its/McQuigganL06,https://doi.org/10.1007/11774303_56,Diagnosing Self-efficacy in Intelligent Tutoring Systems: An Empirical Study.,2006,Intelligent Tutoring Systems
https://dblp.org/rec/conf/aied/CorbettMWKMB13,https://doi.org/10.1007/978-3-642-39112-5_33,Differential Impact of Learning Activities Designed to Support Robust Learning in the Genetics Cognitive Tutor.,2013,AIED
https://dblp.org/rec/conf/ectel/NunesBIJ16,https://doi.org/10.1007/978-3-319-45153-4_11,Discouraging Gaming the System Through Interventions of an Animated Pedagogical Agent.,2016,EC-TEL
https://dblp.org/rec/conf/alt/Otsuki92,https://doi.org/10.1007/3-540-57369-0_23,Discovery Learning in Intelligent Tutoring Systems.,1993,ALT
https://dblp.org/rec/conf/iceis/Fernandez-CaballeroGLB05,,Distance Learning by Intelligent Tutoring System. Part II: Student/Teacher Adaptivity in an Engineering Course.,2005,ICEIS
https://dblp.org/rec/conf/its/ChanCHHL92,https://doi.org/10.1007/3-540-55606-0_74,Distributed Learning Companion System: WEST Revisited.,1992,Intelligent Tutoring Systems
https://dblp.org/rec/conf/aied/WaalkensAT11,https://doi.org/10.1007/978-3-642-21869-9_105,Does Supporting Multiple Student Strategies in Intelligent Tutoring Systems Lead to Better Learning?,2011,AIED
https://dblp.org/rec/journals/iie/MoraisJ22,https://doi.org/10.15388/INFEDU.2022.03,Does handwriting impact learning on math tutoring systems?,2022,Informatics Educ.
https://dblp.org/rec/conf/its/Arevalillo-HerraezAGA12,https://doi.org/10.1007/978-3-642-30950-2_95,Domain Specific Knowledge Representation for an Intelligent Tutoring System to Teach Algebraic Reasoning.,2012,ITS
https://dblp.org/rec/conf/cisse/KseibatMA08,https://doi.org/10.1007/978-90-481-3658-2_3,Domain-Based Intelligent Tutoring System.,2010,SCSS (1)
https://dblp.org/rec/conf/edm/MokbelGPPH13,,Domain-Independent Proximity Measures in Intelligent Tutoring Systems.,2013,EDM
https://dblp.org/rec/conf/cisse/KseibatMAP09a,https://doi.org/10.1007/978-90-481-9112-3_80,Domain-based Teaching Strategy for Intelligent Tutoring System Based on Generic Rules.,2010,SCSS
https://dblp.org/rec/conf/its/TseytlinCC10,https://doi.org/10.1007/978-3-642-13437-1_99,DomainBuilder - An Authoring System for Visual Classification Tutoring Systems.,2010,Intelligent Tutoring Systems (2)
https://dblp.org/rec/conf/csedu/Wang18,https://doi.org/10.5220/0006774601370144,Dynamical Creation of Policy Trees for a POMDP-based Intelligent Tutoring System.,2018,CSEDU (1)
https://dblp.org/rec/conf/its/SantosFDG02,https://doi.org/10.1007/3-540-47987-2_14,DÓRIS - Pedagogical Agent in Intelligent Tutoring Systems.,2002,Intelligent Tutoring Systems
https://dblp.org/rec/conf/ichl/WongLKT10,https://doi.org/10.1007/978-3-642-14657-2_4,E-Learning: Developing a Simple Web-Based Intelligent Tutoring System Using Cognitive Diagnostic Assessment and Adaptive Testing Technology.,2010,ICHL
https://dblp.org/rec/journals/air/DomingoGRI02,https://doi.org/10.1023/A:1016388100322,EDU-EX: A Tool for Auto-Regulated Intelligent Tutoring Systems Development Based on Models.,2002,Artif. Intell. Rev.
https://dblp.org/rec/conf/its/BrusilovskySW96,https://doi.org/10.1007/3-540-61327-7_123,ELM-ART: An Intelligent Tutoring System on World Wide Web.,1996,Intelligent Tutoring Systems
https://dblp.org/rec/conf/aied/SilvervargHG13,https://doi.org/10.1007/978-3-642-39112-5_68,Educational Potentials in Visually Androgynous Pedagogical Agents.,2013,AIED
https://dblp.org/rec/journals/uais/SaadiBG20,https://doi.org/10.1007/S10209-019-00667-W,Educational processes' guidance based on evolving context prediction in intelligent tutoring systems.,2020,Univers. Access Inf. Soc.
https://dblp.org/rec/conf/hci/DeverWWA21,https://doi.org/10.1007/978-3-030-77889-7_17,Effectiveness of System-Facilitated Monitoring Strategies on Learning in an Intelligent Tutoring System.,2021,HCI (23)
https://dblp.org/rec/conf/aied/XhakajAM17,https://doi.org/10.1007/978-3-319-61425-0_69,"Effects of a Dashboard for an Intelligent Tutoring System on Teacher Knowledge, Lesson Plans and Class Sessions.",2017,AIED
https://dblp.org/rec/conf/ectel/XhakajAM17,https://doi.org/10.1007/978-3-319-66610-5_23,"Effects of a Teacher Dashboard for an Intelligent Tutoring System on Teacher Knowledge, Lesson Planning, Lessons and Student Learning.",2017,EC-TEL
https://dblp.org/rec/journals/umuai/LuboldWP21,https://doi.org/10.1007/S11257-020-09267-3,"Effects of adapting to user pitch on rapport perception, behavior, and state with a social robotic learning companion.",2021,User Model. User Adapt. Interact.
https://dblp.org/rec/conf/csedu/Wang19,https://doi.org/10.5220/0007676000150023,Efficient Computing of the Bellman Equation in a POMDP-based Intelligent Tutoring System.,2019,CSEDU (1)
https://dblp.org/rec/conf/aied/LuHWL24,https://doi.org/10.1007/978-3-031-64312-5_5,Eighth Graders and a Math Intelligent Tutoring System: A Deep Neural Network Analysis.,2024,AIED Companion (2)
https://dblp.org/rec/conf/its/AlevenSPRVD16,https://doi.org/10.1007/978-3-319-39583-8_49,Embedding Intelligent Tutoring Systems in MOOCs and e-Learning Platforms.,2016,ITS
https://dblp.org/rec/conf/ic3k/RedavidFLM22,https://doi.org/10.5220/0011590200003335,Emotional States Management for an Advanced Intelligent Tutoring System.,2022,KDIR
https://dblp.org/rec/conf/aied/IsmailH23,https://doi.org/10.1007/978-3-031-36336-8_55,Emotionally Adaptive Intelligent Tutoring System to Reduce Foreign Language Anxiety.,2023,AIED (Posters/Late Breaking Results/...)
https://dblp.org/rec/journals/eait/PerezDA24,https://doi.org/10.1007/S10639-024-12699-8,Emotions as implicit feedback for adapting difficulty in tutoring systems based on reinforcement learning.,2024,Educ. Inf. Technol.
https://dblp.org/rec/conf/ah/KellyT04,https://doi.org/10.1007/978-3-540-27780-4_39,Empirical Evaluation of an Adaptive Multiple Intelligence Based Tutoring System.,2004,AH
https://dblp.org/rec/journals/jbi/KaziHS12,https://doi.org/10.1016/J.JBI.2012.02.010,Employing UMLS for generating hints in a tutoring system for medical problem-based learning.,2012,J. Biomed. Informatics
https://dblp.org/rec/conf/its/BojeyHC14,https://doi.org/10.1007/978-3-319-07221-0_78,Engaging Higher Order Thinking Skills with a Personalized Physics Tutoring System.,2014,Intelligent Tutoring Systems
https://dblp.org/rec/conf/aied/NyeKTCSAG18,https://doi.org/10.1007/978-3-319-93843-1_26,Engaging with the Scenario: Affect and Facial Patterns from a Scenario-Based Intelligent Tutoring System.,2018,AIED (1)
https://dblp.org/rec/conf/hci/AhmedSZWH21,https://doi.org/10.1007/978-3-030-77857-6_36,Enhance Conversation-Based Tutoring System with Blended Human Tutor.,2021,HCI (31)
https://dblp.org/rec/conf/cogsci/CorbettMWKMB13,,Enhancing Robust Learning Through Problem Solving in the Genetics Cognitive Tutor.,2013,CogSci
https://dblp.org/rec/conf/hci/WangHCRLGLS25,https://doi.org/10.1007/978-3-031-93861-0_13,Enhancing Student Engagement Through AI-Driven Embodied Pedagogical Agents: A Comparative Study Informed by Self-Determination Theory.,2025,HCI (4)
https://dblp.org/rec/conf/aied/HarsleyEGF17,https://doi.org/10.1007/978-3-319-61425-0_54,Enhancing an Intelligent Tutoring System to Support Student Collaboration: Effects on Learning and Behavior.,2017,AIED
https://dblp.org/rec/conf/nids/KrouskaTGSV21,https://doi.org/10.3233/FAIA210073,Enhancing the Effectiveness of Intelligent Tutoring Systems Using Adaptation and Cognitive Diagnosis Modeling.,2021,NiDS
https://dblp.org/rec/conf/aied/LeP11,https://doi.org/10.1007/978-3-642-21869-9_82,Enhancing the Error Diagnosis Capability for Constraint-Based Tutoring Systems.,2011,AIED
https://dblp.org/rec/conf/its/MohanGJ92,https://doi.org/10.1007/3-540-55606-0_63,Enhancing the Instructional Capabilities of Intelligent Tutoring Systems.,1992,Intelligent Tutoring Systems
https://dblp.org/rec/conf/fqas/SulovaH25,https://doi.org/10.1007/978-3-032-05607-8_15,Enhancing the Quality of Education Through the Implementation of an Intelligent Tutoring System.,2026,FQAS
https://dblp.org/rec/conf/ieaaie/TchetagniNK04,https://doi.org/10.1007/978-3-540-24677-0_98,Epistemological Remediation in Intelligent Tutoring Systems.,2004,IEA/AIE
https://dblp.org/rec/conf/its/PatelTRPMSL22,https://doi.org/10.1007/978-3-031-09680-8_24,Equitable Access to Intelligent Tutoring Systems Through Paper-Digital Integration.,2022,ITS
https://dblp.org/rec/conf/ectel/FleischerBSA25,https://doi.org/10.1007/978-3-032-03873-9_12,Error Classification in Stoichiometry Tutoring Systems with Different Levels of Scaffolding: Comparing Rule-Based Classification and Machine Learning.,2026,EC-TEL (2)
https://dblp.org/rec/conf/ausai/MayoM99,https://doi.org/10.1007/3-540-46695-9_42,Estimating Problem Value in an Intelligent Tutoring System Using Bayesian Networks.,1999,Australian Joint Conference on Artificial Intelligence
https://dblp.org/rec/conf/its/BouchetHA18,https://doi.org/10.1007/978-3-319-91464-0_4,Evaluating Adaptive Pedagogical Agents' Prompting Strategies Effect on Students' Emotions.,2018,ITS
https://dblp.org/rec/conf/delfi/DannathDP24,https://doi.org/10.18420/DELFI2024_07,Evaluating Task-Level Struggle Detection Methods in Intelligent Tutoring Systems for Programming.,2024,DeLFI
https://dblp.org/rec/journals/eait/GraffML08,https://doi.org/10.1007/S10639-008-9062-Z,Evaluating a web based intelligent tutoring system for mathematics at German lower secondary schools.,2008,Educ. Inf. Technol.
https://dblp.org/rec/conf/its/MitrovicS00,https://doi.org/10.1007/3-540-45108-0_11,Evaluating an Animated Pedagogical Agent.,2000,Intelligent Tutoring Systems
https://dblp.org/rec/conf/its/BlessingG08,https://doi.org/10.1007/978-3-540-69132-7_25,Evaluating an Authoring Tool for Model-Tracing Intelligent Tutoring Systems.,2008,Intelligent Tutoring Systems
https://dblp.org/rec/conf/aciids/Kozierkiewicz-Hetmanska12,https://doi.org/10.1007/978-3-642-28487-8_32,Evaluating the Effectiveness of Intelligent Tutoring System Offering Personalized Learning Scenario.,2012,ACIIDS (1)
https://dblp.org/rec/journals/rbie/PereiraGP25,https://doi.org/10.5753/RBIE.2025.4988,Evaluation of Human-Artificial Hybrid Tutoring System for Mediation of Engagement in E-Learning.,2025,Revista Brasileira de Informática na Educ.
https://dblp.org/rec/conf/kesamsta/Kozierkiewicz-Hetmanska12,https://doi.org/10.1007/978-3-642-30947-2_8,Evaluation of an Intelligent Tutoring System Incorporating Learning Profile to Determine Learning Scenario.,2012,KES-AMSTA
https://dblp.org/rec/journals/chb/OstranderBWSOKG20,https://doi.org/10.1016/J.CHB.2019.01.006,Evaluation of an intelligent team tutoring system for a collaborative two-person problem: Surveillance.,2020,Comput. Hum. Behav.
https://dblp.org/rec/conf/icchp/MohamadHHNT02,https://doi.org/10.1007/3-540-45491-8_21,Evaluational Study: Training with Animated Pedagogical Agents.,2002,ICCHP
https://dblp.org/rec/conf/aied/TakeshitaCRSIB23,https://doi.org/10.1007/978-3-031-36336-8_114,"Even Boosting Stereotypes Increase the Gender Gap in Gamified Tutoring Systems: An Analysis of Self-efficacy, Flow and Learning.",2023,AIED (Posters/Late Breaking Results/...)
https://dblp.org/rec/conf/icica/TingKS12,https://doi.org/10.1007/978-3-642-34062-8_75,Evidence Conflict Analysis Approach to Obtain an Optimal Feature Set for Bayesian Tutoring Systems.,2012,ICICA (LNCS)
https://dblp.org/rec/conf/bracis/GalafassiGRV20,https://doi.org/10.1007/978-3-030-61377-8_8,EvoLogic: Intelligent Tutoring System to Teach Logic.,2020,BRACIS
https://dblp.org/rec/conf/iva/HarleyBA11,https://doi.org/10.1007/978-3-642-23974-8_57,Examining Learners' Emotional Responses to Virtual Pedagogical Agents' Tutoring Strategies.,2011,IVA
https://dblp.org/rec/journals/eait/WangLHPL23,https://doi.org/10.1007/S10639-022-11357-1,Examining students' cognitive load in the context of self-regulated learning with an intelligent tutoring system.,2023,Educ. Inf. Technol.
https://dblp.org/rec/journals/eait/WangTHCLCYLZF23,https://doi.org/10.1007/S10639-022-11555-X,Examining the applications of intelligent tutoring systems in real educational contexts: A systematic literature review from the social experiment perspective.,2023,Educ. Inf. Technol.
https://dblp.org/rec/conf/edm/PaassenJH16,,Execution Traces as a Powerful Data Representation for Intelligent Tutoring Systems for Programming.,2016,EDM
https://dblp.org/rec/conf/aied/HeckM23,https://doi.org/10.1007/978-3-031-36336-8_102,Exercise Generation Supporting Adaptivity in Intelligent Tutoring Systems.,2023,AIED (Posters/Late Breaking Results/...)
https://dblp.org/rec/conf/its/KaziHS08,https://doi.org/10.1007/978-3-540-69132-7_61,Expanding the Plausible Solution Space for Robustness in an Intelligent Tutoring System.,2008,Intelligent Tutoring Systems
https://dblp.org/rec/conf/its/KodavaliGB10,https://doi.org/10.1007/978-3-642-13437-1_72,Expansion of the xPST Framework to Enable Non-programmers to Create Intelligent Tutoring Systems in 3D Game Environments.,2010,Intelligent Tutoring Systems (2)
https://dblp.org/rec/conf/xps/ScheweRB99,https://doi.org/10.1007/10703016_15,Experiences with a Knowledge-Based Tutoring System for Student Education in Rheumatology.,1999,XPS
https://dblp.org/rec/conf/nids/SmirnovU24,https://doi.org/10.1007/978-3-031-73344-4_56,Experimental Results of Using Cognitive Maps of Knowledge Diagnosis in Different Modes to Explain the Recommendations of Intelligent Tutoring Systems.,2024,NiDS
https://dblp.org/rec/conf/cepes/GritsenkoDP89,https://doi.org/10.1007/3-540-52952-7_5,Expert-Tutoring Systems: Architecture and Development Tools.,1990,Artificial Intelligence in Higher Education
https://dblp.org/rec/conf/its/ClarkeM24,https://doi.org/10.1007/978-3-031-63028-6_23,Explaining Problem Recommendations in an Intelligent Tutoring System.,2024,ITS (1)
https://dblp.org/rec/conf/aiia/FerrariCM93,https://doi.org/10.1007/3-540-57292-9_65,Explanation Strategies in a Tutoring System.,1993,AI*IA
